INFO 2023-12-21 18:04:23,641 autoreload Watching for file changes with StatReloader
INFO 2023-12-21 18:11:54,716 autoreload Watching for file changes with StatReloader
DEBUG 2023-12-21 18:11:54,717 autoreload Waiting for apps ready_event.
DEBUG 2023-12-21 18:11:54,735 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2023-12-21 18:11:54,758 autoreload Watching dir C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\templates with glob **/*.
DEBUG 2023-12-21 18:11:54,758 autoreload Watching dir C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\assignment1\templates with glob **/*.
DEBUG 2023-12-21 18:11:54,759 autoreload Watching dir C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\locale with glob **/*.mo.
DEBUG 2023-12-21 18:11:54,759 autoreload Watching dir B:\anaconda\envs\milo_is_gay\lib\site-packages\corsheaders\locale with glob **/*.mo.
DEBUG 2023-12-21 18:11:54,759 autoreload Watching dir C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\assignment1\locale with glob **/*.mo.
DEBUG 2023-12-21 18:11:54,759 autoreload Watching dir B:\anaconda\envs\milo_is_gay\lib\site-packages\widget_tweaks\locale with glob **/*.mo.
DEBUG 2023-12-21 18:11:54,860 utils (0.000) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2023-12-21 18:11:54,864 utils (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2023-12-21 18:11:55,003 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:11:55,003 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\factory.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:11:55,003 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:11:55,003 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:11:55,003 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\staticfiles\__init__.py first seen with mtime 1693929974.4989986
DEBUG 2023-12-21 18:11:55,004 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\polynomial.py first seen with mtime 1665171937.1478918
DEBUG 2023-12-21 18:11:55,004 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\validators.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:11:55,004 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:11:55,004 autoreload File B:\anaconda\envs\milo_is_gay\Lib\weakref.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,004 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\ctypeslib.py first seen with mtime 1665171936.563093
DEBUG 2023-12-21 18:11:55,005 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\misc.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:11:55,005 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\postgresql\creation.py first seen with mtime 1693929974.5469987
DEBUG 2023-12-21 18:11:55,005 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,005 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\urls\__init__.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:11:55,005 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\defchararray.py first seen with mtime 1665171936.8168917
DEBUG 2023-12-21 18:11:55,006 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\format.py first seen with mtime 1665171937.1358907
DEBUG 2023-12-21 18:11:55,006 autoreload File B:\anaconda\envs\milo_is_gay\Lib\warnings.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,006 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_internal.py first seen with mtime 1665171936.7848918
DEBUG 2023-12-21 18:11:55,006 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\models\lookups.py first seen with mtime 1693929974.1429975
DEBUG 2023-12-21 18:11:55,006 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\runners.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,006 autoreload File B:\anaconda\envs\milo_is_gay\Lib\gettext.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,006 autoreload File B:\anaconda\envs\milo_is_gay\Lib\wsgiref\headers.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\iterators.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\concurrent\futures\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\encoders.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\urls\base.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\encodings\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\text.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,007 autoreload File B:\anaconda\envs\milo_is_gay\Lib\enum.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,008 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:11:55,008 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\function_base.py first seen with mtime 1665171937.1378906
DEBUG 2023-12-21 18:11:55,008 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1693929973.9469967
DEBUG 2023-12-21 18:11:55,008 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\_umath_linalg.cp310-win_amd64.pyd first seen with mtime 1665171937.1858916
DEBUG 2023-12-21 18:11:55,008 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\polynomial\polynomial.py first seen with mtime 1665171937.2268913
DEBUG 2023-12-21 18:11:55,008 autoreload File B:\anaconda\envs\milo_is_gay\Lib\opcode.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,009 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\base\models.py first seen with mtime 1693929974.1349974
DEBUG 2023-12-21 18:11:55,009 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\wsgi.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:11:55,009 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\datastructures.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,009 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\shortcuts.py first seen with mtime 1693929973.5589955
DEBUG 2023-12-21 18:11:55,009 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\constants.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,010 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\feedparser.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,010 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\__init__.py first seen with mtime 1693929973.5549955
DEBUG 2023-12-21 18:11:55,010 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\admin\widgets.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:11:55,010 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\_policybase.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,010 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\arrayterator.py first seen with mtime 1665171937.1338904
DEBUG 2023-12-21 18:11:55,010 autoreload File B:\anaconda\envs\milo_is_gay\Lib\io.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,010 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\_globals.py first seen with mtime 1665171936.5580928
DEBUG 2023-12-21 18:11:55,011 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\colorama\__init__.py first seen with mtime 1665170792.7515018
DEBUG 2023-12-21 18:11:55,011 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:11:55,011 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\index_tricks.py first seen with mtime 1665171937.140891
DEBUG 2023-12-21 18:11:55,011 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:11:55,011 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\formsets.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:11:55,011 autoreload File B:\anaconda\envs\milo_is_gay\Lib\logging\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1693929974.4429984
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:11:55,012 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\histograms.py first seen with mtime 1665171937.1388915
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\views\generic\__init__.py first seen with mtime 1693929974.626999
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\socket.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\forms.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:11:55,012 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\templatetags\static.py first seen with mtime 1693929974.606999
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1693929974.606999
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\crypto.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\codecs.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\metadata\_collections.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\conf\__init__.py first seen with mtime 1693929973.5589955
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\http\request.py first seen with mtime 1693929974.5949988
DEBUG 2023-12-21 18:11:55,013 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1693929974.602999
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\staticfiles\views.py first seen with mtime 1693929974.5029986
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\predicates.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\lzma.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\_psycopg.cp310-win_amd64.pyd first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1693929974.3829982
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\metadata\_text.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,014 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\__init__.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\nturl2path.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\sql.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:11:55,015 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\_pcg64.cp310-win_amd64.pyd first seen with mtime 1665171937.2498918
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1693929974.5229986
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\urllib\error.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,015 autoreload File C:\Users\Jade Higgins\OneDrive - Technological University Dublin\4th-year-2023\awm-github\Advanced-Web\advanced-web-mapping\lab2-geo\geodjango\assignment1\apps.py first seen with mtime 1703116038.7954798
DEBUG 2023-12-21 18:11:55,015 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\models\__init__.py first seen with mtime 1693929974.1429975
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1693929974.5309987
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1693929974.606999
DEBUG 2023-12-21 18:11:55,016 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\fft\_pocketfft.py first seen with mtime 1665171937.1198914
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\sre_compile.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\prototypes\__init__.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,016 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\raster\band.py first seen with mtime 1693929974.1509974
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\fnmatch.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\apps\__init__.py first seen with mtime 1693929973.5589955
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_bz2.pyd first seen with mtime 1687559878.0922444
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\postgresql\schema.py first seen with mtime 1693929974.5469987
DEBUG 2023-12-21 18:11:55,017 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_asarray.py first seen with mtime 1665171936.7808917
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\importlib\_abc.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,017 autoreload File B:\anaconda\envs\milo_is_gay\Lib\inspect.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\linecache.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\operations.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\widgets.py first seen with mtime 1693929974.5749989
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\signals.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1693929974.014997
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\backends\base.py first seen with mtime 1693929974.602999
DEBUG 2023-12-21 18:11:55,018 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\pwa\app_settings.py first seen with mtime 1703097990.2917745
DEBUG 2023-12-21 18:11:55,018 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\random\bit_generator.cp310-win_amd64.pyd first seen with mtime 1665171937.2558908
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\admin.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1693929974.5709987
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\json\encoder.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,019 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\ufunclike.py first seen with mtime 1665171937.156892
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\select.pyd first seen with mtime 1687559873.8184805
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:11:55,019 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\deletion.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\types.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\base.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\postgis\introspection.py first seen with mtime 1693929974.1389973
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\prepared.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\protocols.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\urls\utils.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\pickle.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\sysconfig.py first seen with mtime 1687559592.77223
DEBUG 2023-12-21 18:11:55,020 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\topological_sort.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\copy.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\deprecation.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\__init__.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\sql.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1693929973.5589955
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\views\generic\list.py first seen with mtime 1693929974.6309988
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\move.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:11:55,021 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\constants.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\nonmultipart.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\textwrap.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1693929974.4429984
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\corsheaders\__init__.py first seen with mtime 1702935422.493031
DEBUG 2023-12-21 18:11:55,022 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\timesince.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\widgets.py first seen with mtime 1693929973.690996
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\pprint.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1693929974.278998
DEBUG 2023-12-21 18:11:55,023 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\duration.py first seen with mtime 1693929974.6149988
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\inspect.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:11:55,024 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1681817740.592449
